id_estudiante,programa,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,solemne_1,solemne_2,solemne_3,solemne_4
627,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 10]",-1,-1,-1,1.6,1.0,1.0,1.0
628,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.6,1.0,1.0,1.0
629,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 0, 22, 10]",-1,-1,-1,1.6,1.0,1.0,1.0
630,INGENIERIA CIVIL INDUSTRIAL,0,47,-1,-1,-1,-1,1.6,1.0,1.0,1.0
631,INGENIERIA EN COMPUTACION E INFORMATICA,9,38,"[25, 17, 4, 23, 10, 35]","[6, 1, 44]",-1,-1,1.6,0.0,1.0,1.0
632,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.6,1.0,1.0,1.0
633,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,1.6,1.0,1.0,1.0
634,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.6,1.0,1.0,1.0
635,INGENIERIA EN COMPUTACION E INFORMATICA,0,31,-1,-1,-1,-1,1.6,1.0,1.0,1.0
636,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.6,1.0,1.0,1.0
637,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,1.6,1.0,1.0,1.0
638,INGENIERIA CIVIL INFORMATICA,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,1.6,1.0,1.0,1.0
639,INGENIERIA CIVIL INDUSTRIAL,5,26,"[25, 17, 4, 26, 29]",-1,-1,-1,1.6,1.0,1.0,1.0
640,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[17, 4, 32, 13, 18, 35]",-1,-1,-1,1.7,1.0,1.0,1.0
641,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[25, 26, 29, 0, 22, 10]",-1,-1,-1,1.7,1.0,1.0,1.0
642,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,1.7,1.0,1.0,1.0
643,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,1.7,1.0,1.0,1.0
644,INGENIERIA EN COMPUTACION E INFORMATICA,5,26,"[25, 17, 4, 26, 29]",-1,-1,-1,1.7,1.0,1.0,1.0
645,INGENIERIA INDUSTRIAL,0,16,-1,-1,-1,-1,1.8,1.0,1.0,1.0
646,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 29, 23, 22, 42, 32]",-1,-1,-1,1.8,1.0,1.0,1.0
647,INGENIERIA CIVIL INFORMATICA,14,17,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 18, 35]",-1,-1,-1,1.8,1.0,1.0,1.0
648,INGENIERIA EN COMPUTACION E INFORMATICA,3,13,"[25, 4, 26]",-1,-1,-1,1.8,1.0,1.0,1.0
649,INGENIERIA CIVIL INDUSTRIAL,4,12,"[25, 4, 23, 3]",-1,-1,-1,1.8,1.0,1.0,1.0
650,INGENIERIA EN COMPUTACION E INFORMATICA,4,12,"[25, 17, 4, 26]",-1,-1,-1,1.8,1.0,1.0,1.0
651,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,1.9,1.0,1.0,1.0
652,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,1.9,1.0,1.0,1.0
653,INGENIERIA EN COMPUTACION E INFORMATICA,2,14,"[17, 4]",-1,-1,-1,2.0,1.0,1.0,1.0
654,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 3]",-1,-1,-1,2.0,1.0,1.0,1.0
655,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.0,1.0,1.0,1.0
656,INGENIERIA EN COMPUTACION E INFORMATICA,1,15,[4],-1,-1,-1,2.0,1.0,1.0,1.0
657,INGENIERIA INDUSTRIAL,3,13,"[25, 17, 26]",-1,-1,-1,2.1,1.0,1.0,1.0
658,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,2.1,1.0,1.0,1.0
659,INGENIERIA EN COMPUTACION E INFORMATICA,10,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 18]",-1,-1,-1,2.1,1.0,1.0,1.0
660,INGENIERIA EN COMPUTACION E INFORMATICA,11,5,"[17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13]",-1,-1,-1,2.1,1.0,1.0,1.0
661,INGENIERIA EN COMPUTACION E INFORMATICA,4,12,"[25, 17, 4, 42]",-1,-1,-1,2.1,1.0,1.0,1.0
662,INGENIERIA EN COMPUTACION E INFORMATICA,6,26,"[4, 26, 0, 10, 3, 42]",-1,-1,-1,2.2,1.0,1.0,1.0
663,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.2,1.0,1.0,1.0
664,INGENIERIA CIVIL INDUSTRIAL,3,13,"[25, 26, 22]",-1,-1,-1,2.2,1.0,1.0,1.0
665,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
666,INGENIERIA CIVIL INDUSTRIAL,3,13,"[25, 17, 4]",-1,-1,-1,2.2,1.0,1.0,1.0
667,INGENIERIA INDUSTRIAL,12,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 35]",-1,-1,-1,2.2,1.0,1.0,1.0
668,INGENIERIA CIVIL INDUSTRIAL,6,25,"[25, 17, 4, 26, 22, 10]",-1,-1,-1,2.2,1.0,1.0,1.0
669,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 0, 10]",-1,-1,-1,2.2,1.0,1.0,1.0
670,INGENIERIA INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13]",-1,-1,-1,2.2,1.0,1.0,1.0
671,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.2,1.0,1.0,1.0
672,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
673,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
674,INGENIERIA CIVIL INDUSTRIAL,1,30,[22],-1,-1,-1,2.2,1.0,1.0,1.0
675,INGENIERIA CIVIL INFORMATICA,8,23,"[25, 17, 26, 29, 23, 3, 42, 18]",-1,-1,-1,2.2,1.0,1.0,1.0
676,INGENIERIA EN COMPUTACION E INFORMATICA,3,13,"[25, 17, 4]",-1,-1,-1,2.2,1.0,1.0,1.0
677,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 22, 3]",-1,-1,-1,2.2,1.0,1.0,1.0
678,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
679,INGENIERIA CIVIL INFORMATICA,5,11,"[25, 17, 4, 26, 23]",-1,-1,-1,2.2,1.0,1.0,1.0
680,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
681,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
682,INGENIERIA EN COMPUTACION E INFORMATICA,4,27,"[25, 17, 4, 26]",-1,-1,-1,2.2,1.0,1.0,1.0
683,INGENIERIA EN COMPUTACION E INFORMATICA,14,17,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 32, 18, 35]",-1,-1,-1,2.2,1.0,1.0,1.0
684,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
685,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
686,INGENIERIA CIVIL INDUSTRIAL,1,15,[17],-1,-1,-1,2.2,1.0,1.0,1.0
687,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,2.2,1.0,1.0,1.0
688,INGENIERIA CIVIL INDUSTRIAL,5,26,"[25, 17, 4, 23, 22]",-1,-1,-1,2.2,1.0,1.0,1.0
689,INGENIERIA EN COMPUTACION E INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,2.2,1.0,1.0,1.0
690,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 4, 26, 23, 10, 42]",-1,-1,-1,2.2,1.0,1.0,1.0
691,INGENIERIA CIVIL INDUSTRIAL,6,25,"[25, 17, 4, 22, 3, 35]",-1,-1,-1,2.2,1.0,1.0,1.0
692,INGENIERIA CIVIL INDUSTRIAL,4,27,"[25, 26, 22, 35]",-1,-1,-1,2.2,1.0,1.0,1.0
693,INGENIERIA CIVIL INDUSTRIAL,9,22,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,2.2,1.0,1.0,1.0
694,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
695,INGENIERIA EN COMPUTACION E INFORMATICA,5,26,"[25, 17, 23, 22, 10]",-1,-1,-1,2.2,1.0,1.0,1.0
696,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,2.2,1.0,1.0,1.0
697,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
698,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18, 35]",-1,-1,-1,2.2,1.0,1.0,1.0
699,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 18]",-1,-1,-1,2.2,1.0,1.0,1.0
700,INGENIERIA CIVIL INDUSTRIAL,4,12,"[25, 26, 22, 35]",-1,-1,-1,2.2,1.0,1.0,1.0
701,INGENIERIA CIVIL INFORMATICA,2,14,"[25, 4]",-1,-1,-1,2.2,1.0,1.0,1.0
702,INGENIERIA CIVIL INFORMATICA,12,19,"[25, 17, 26, 29, 0, 22, 42, 7, 32, 13, 18, 35]",-1,-1,-1,2.2,1.0,1.0,1.0
703,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 23, 22]",-1,-1,-1,2.2,1.0,1.0,1.0
704,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
705,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,2.2,1.0,1.0,1.0
706,INGENIERIA INDUSTRIAL,4,12,"[25, 17, 4, 26]",-1,-1,-1,2.4,1.0,1.0,1.0
707,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.4,1.0,1.0,1.0
708,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18]",-1,-1,-1,2.4,1.0,1.0,1.0
709,INGENIERIA EN COMPUTACION E INFORMATICA,3,28,"[25, 17, 22]",-1,-1,-1,2.4,1.0,1.0,1.0
710,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,2.4,1.0,1.0,1.0
711,INGENIERIA CIVIL INFORMATICA,6,25,"[25, 17, 4, 22, 32, 13]",-1,-1,-1,2.4,1.0,1.0,1.0
712,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.4,1.0,1.0,1.0
713,INGENIERIA CIVIL INFORMATICA,3,13,"[25, 17, 32]",-1,-1,-1,2.4,1.0,1.0,1.0
714,INGENIERIA CIVIL INFORMATICA,3,13,"[25, 17, 4]",-1,-1,-1,2.4,1.0,1.0,1.0
715,INGENIERIA EN COMPUTACION E INFORMATICA,14,17,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 13, 18, 35]",-1,-1,-1,2.4,1.0,1.0,1.0
716,INGENIERIA CIVIL INFORMATICA,9,38,"[25, 17, 17, 4, 4, 29, 0, 22, 3]",-1,-1,-1,2.4,1.0,1.0,1.0
717,INGENIERIA CIVIL INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 18]",-1,-1,-1,2.4,1.0,1.0,1.0
718,INGENIERIA CIVIL INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 18]",-1,-1,-1,2.4,1.0,1.0,1.0
719,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,2.5,1.0,1.0,1.0
720,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 22, 10, 3, 18]",-1,-1,-1,2.5,1.0,1.0,1.0
721,INGENIERIA INDUSTRIAL,12,4,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 7, 35]",-1,-1,-1,2.5,1.0,1.0,1.0
722,INGENIERIA INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,2.5,1.0,1.0,1.0
723,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,2.5,1.0,1.0,1.0
724,INGENIERIA EN COMPUTACION E INFORMATICA,5,26,"[25, 17, 4, 26, 29]",-1,-1,-1,2.5,1.0,1.0,1.0
725,INGENIERIA CIVIL INDUSTRIAL,0,31,-1,-1,-1,-1,2.5,1.0,1.0,1.0
726,INGENIERIA EN COMPUTACION E INFORMATICA,16,0,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,2.5,1.0,1.0,1.0
727,INGENIERIA CIVIL INDUSTRIAL,8,23,"[17, 4, 26, 29, 0, 22, 10, 3]",-1,-1,-1,2.5,1.0,1.0,1.0
728,INGENIERIA EN COMPUTACION E INFORMATICA,10,21,"[25, 17, 4, 23, 0, 22, 10, 7, 32, 13]",-1,-1,-1,2.5,1.0,1.0,1.0
729,INGENIERIA EN COMPUTACION E INFORMATICA,26,37,"[25, 25, 17, 17, 4, 4, 26, 29, 29, 23, 0, 22, 10, 3, 42, 7, 7, 32, 13, 13, 18, 35]","[6, 1, 28, 12]",-1,-1,2.5,0.0,1.0,1.0
730,INGENIERIA INDUSTRIAL,3,13,"[25, 17, 4]",-1,-1,-1,2.5,1.0,1.0,1.0
731,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 23, 22, 10, 3]",-1,-1,-1,2.6,1.0,1.0,1.0
732,INGENIERIA CIVIL INDUSTRIAL,7,24,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,2.6,1.0,1.0,1.0
733,INGENIERIA EN COMPUTACION E INFORMATICA,1,15,[17],-1,-1,-1,2.6,1.0,1.0,1.0
734,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 26, 22]",-1,-1,-1,2.6,1.0,1.0,1.0
735,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,2.6,1.0,1.0,1.0
736,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.6,1.0,1.0,1.0
737,INGENIERIA CIVIL INFORMATICA,2,14,"[25, 17]",-1,-1,-1,2.6,1.0,1.0,1.0
738,INGENIERIA INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,2.6,1.0,1.0,1.0
739,INGENIERIA EN COMPUTACION E INFORMATICA,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,2.7,1.0,1.0,1.0
740,INGENIERIA CIVIL INFORMATICA,3,13,"[25, 17, 4]",-1,-1,-1,2.7,1.0,1.0,1.0
741,INGENIERIA CIVIL INDUSTRIAL,8,23,"[25, 17, 4, 26, 23, 0, 22, 10]",-1,-1,-1,2.7,1.0,1.0,1.0
742,INGENIERIA CIVIL INDUSTRIAL,2,14,"[17, 4]",-1,-1,-1,2.7,1.0,1.0,1.0
743,INGENIERIA CIVIL INDUSTRIAL,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,2.7,1.0,1.0,1.0
744,INGENIERIA EN COMPUTACION E INFORMATICA,8,8,"[25, 17, 26, 29, 23, 0, 22, 10]",-1,-1,-1,2.7,1.0,1.0,1.0
745,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 3]",-1,-1,-1,2.7,1.0,1.0,1.0
746,INGENIERIA CIVIL INDUSTRIAL,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 18, 35]",-1,-1,-1,2.8,1.0,1.0,1.0
747,INGENIERIA CIVIL INDUSTRIAL,2,14,"[25, 17]",-1,-1,-1,2.8,1.0,1.0,1.0
748,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.8,1.0,1.0,1.0
749,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 23, 10, 3]",-1,-1,-1,2.8,1.0,1.0,1.0
750,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.8,1.0,1.0,1.0
751,INGENIERIA EN COMPUTACION E INFORMATICA,1,15,[18],-1,-1,-1,2.8,1.0,1.0,1.0
752,INGENIERIA CIVIL INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]",-1,-1,-1,2.8,1.0,1.0,1.0
753,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,2.8,1.0,1.0,1.0
754,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.8,1.0,1.0,1.0
755,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,2.8,1.0,1.0,1.0
756,INGENIERIA CIVIL INDUSTRIAL,10,21,"[25, 17, 4, 26, 23, 0, 22, 10, 3, 35]",-1,-1,-1,2.8,1.0,1.0,1.0
757,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,2.8,1.0,1.0,1.0
758,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.8,1.0,1.0,1.0
759,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.8,1.0,1.0,1.0
760,INGENIERIA CIVIL INFORMATICA,6,10,"[25, 17, 4, 23, 22, 32]",-1,-1,-1,2.8,1.0,1.0,1.0
761,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,2.8,1.0,1.0,1.0
762,INGENIERIA CIVIL INFORMATICA,16,0,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,2.8,1.0,1.0,1.0
763,INGENIERIA EN COMPUTACION E INFORMATICA,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18]",-1,-1,-1,2.8,1.0,1.0,1.0
764,INGENIERIA INDUSTRIAL,7,9,"[4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,2.8,1.0,1.0,1.0
765,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.8,1.0,1.0,1.0
766,INGENIERIA EN COMPUTACION E INFORMATICA,8,8,"[25, 17, 4, 26, 29, 0, 22, 10]",-1,-1,-1,2.8,1.0,1.0,1.0
767,INGENIERIA CIVIL INFORMATICA,11,5,"[25, 4, 26, 29, 0, 22, 10, 3, 32, 13, 18]",-1,-1,-1,2.8,1.0,1.0,1.0
768,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 29, 22]",-1,-1,-1,2.8,1.0,1.0,1.0
769,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,2.8,1.0,1.0,1.0
770,INGENIERIA CIVIL INFORMATICA,3,13,"[17, 4, 7]",-1,-1,-1,2.8,1.0,1.0,1.0
771,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,2.8,1.0,1.0,1.0
772,INGENIERIA CIVIL INDUSTRIAL,2,14,"[17, 4]",-1,-1,-1,2.8,1.0,1.0,1.0
773,INGENIERIA CIVIL INFORMATICA,10,21,"[25, 17, 4, 26, 29, 23, 22, 3, 42, 18]",-1,-1,-1,2.8,1.0,1.0,1.0
774,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,2.8,1.0,1.0,1.0
775,INGENIERIA CIVIL INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 13, 18]",-1,-1,-1,2.8,1.0,1.0,1.0
776,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.8,1.0,1.0,1.0
777,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 18]",-1,-1,-1,2.8,1.0,1.0,1.0
778,INGENIERIA CIVIL INDUSTRIAL,4,12,"[25, 4, 29, 23]",-1,-1,-1,2.8,1.0,1.0,1.0
779,INGENIERIA CIVIL INFORMATICA,1,30,[42],-1,-1,-1,2.8,1.0,1.0,1.0
780,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,2.8,1.0,1.0,1.0
781,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 29, 23, 22, 35]",-1,-1,-1,2.8,1.0,1.0,1.0
782,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,2.8,1.0,1.0,1.0
783,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,2.8,1.0,1.0,1.0
784,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,2.8,1.0,1.0,1.0
785,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 32, 13, 18]",-1,-1,-1,2.9,1.0,1.0,1.0
786,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,3.0,1.0,1.0,1.0
787,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 23, 10]",-1,-1,-1,3.0,1.0,1.0,1.0
788,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 23, 10, 3]",-1,-1,-1,3.0,1.0,1.0,1.0
789,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,3.0,1.0,1.0,1.0
790,INGENIERIA CIVIL INDUSTRIAL,7,24,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,3.0,1.0,1.0,1.0
791,INGENIERIA CIVIL INDUSTRIAL,7,24,"[25, 17, 4, 29, 0, 22, 10]",-1,-1,-1,3.0,1.0,1.0,1.0
792,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,3.0,1.0,1.0,1.0
793,INGENIERIA CIVIL INDUSTRIAL,4,12,"[25, 17, 4, 22]",-1,-1,-1,3.0,1.0,1.0,1.0
794,INGENIERIA CIVIL INFORMATICA,7,24,"[25, 17, 4, 26, 29, 23, 0]",-1,-1,-1,3.0,1.0,1.0,1.0
795,INGENIERIA CIVIL INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 7]",-1,-1,-1,3.0,1.0,1.0,1.0
796,INGENIERIA CIVIL INDUSTRIAL,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32]",-1,-1,-1,3.1,1.0,1.0,1.0
797,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 22, 10, 3]",-1,-1,-1,3.1,1.0,1.0,1.0
798,INGENIERIA CIVIL INDUSTRIAL,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.1,1.0,1.0,1.0
799,INGENIERIA CIVIL INDUSTRIAL,4,12,"[17, 4, 23, 22]",-1,-1,-1,3.1,1.0,1.0,1.0
800,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 35]",-1,-1,-1,3.1,1.0,1.0,1.0
801,INGENIERIA CIVIL INFORMATICA,12,4,"[25, 26, 23, 0, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.1,1.0,1.0,1.0
802,INGENIERIA CIVIL INFORMATICA,9,7,"[25, 4, 0, 10, 42, 7, 32, 13, 35]",-1,-1,-1,3.1,1.0,1.0,1.0
803,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[17, 4, 32, 13, 18, 35]",-1,-1,-1,3.1,1.0,1.0,1.0
804,INGENIERIA EN COMPUTACION E INFORMATICA,9,22,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,3.1,1.0,1.0,1.0
805,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 22, 10]",-1,-1,-1,3.2,1.0,1.0,1.0
806,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.2,1.0,1.0,1.0
807,INGENIERIA EN COMPUTACION E INFORMATICA,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18]",-1,-1,-1,3.2,1.0,1.0,1.0
808,INGENIERIA CIVIL INFORMATICA,8,23,"[25, 17, 4, 23, 22, 10, 3, 42]",-1,-1,-1,3.2,1.0,1.0,1.0
809,INGENIERIA CIVIL INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,3.2,1.0,1.0,1.0
810,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,3.2,1.0,1.0,1.0
811,INGENIERIA EN COMPUTACION E INFORMATICA,5,11,"[25, 17, 4, 29, 22]",-1,-1,-1,3.2,1.0,1.0,1.0
812,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[25, 17, 22, 10, 3, 42]",-1,-1,-1,3.2,1.0,1.0,1.0
813,INGENIERIA INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 22, 10]",-1,-1,-1,3.2,1.0,1.0,1.0
814,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,3.3,1.0,1.0,1.0
815,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,3.3,1.0,1.0,1.0
816,BACHILLERATO EN CIENCIAS,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,3.3,1.0,1.0,1.0
817,INGENIERIA CIVIL INDUSTRIAL,4,12,"[25, 17, 26, 29]",-1,-1,-1,3.3,1.0,1.0,1.0
818,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 26, 29]",-1,-1,-1,3.3,1.0,1.0,1.0
819,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 0, 22]",-1,-1,-1,3.4,1.0,1.0,1.0
