rut,programa,hito1,hito2,hito3,hito4,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,sol1,sol2,sol3,sol4
1256,INGENIERIA CIVIL INDUSTRIAL,27,0,0,0,14,17,:25:17:4:29:23:0:22:10:3:7:32:13:18:35,,,,6.4,,,
1257,INGENIERIA CIVIL INFORMATICA,18,0,0,0,10,6,:25:17:4:29:23:0:22:10:3:42,,,,6.5,,,
1258,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,7,24,:25:17:4:26:29:23:0,,,,6.6,,,
1259,INGENIERIA EN COMPUTACION E INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,6.6,,,
1260,INGENIERIA CIVIL INDUSTRIAL,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.6,,,
1261,INGENIERIA EN COMPUTACION E INFORMATICA,12,0,0,0,7,9,:25:17:4:26:29:23:22,,,,6.6,,,
1262,INGENIERIA CIVIL INDUSTRIAL,10,0,0,0,5,11,:4:26:29:23:0,,,,6.6,,,
1263,INGENIERIA CIVIL INDUSTRIAL,5,0,0,0,4,12,:25:17:4:26,,,,6.6,,,
1264,INGENIERIA INDUSTRIAL,27,0,0,0,14,2,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,,,,6.6,,,
1265,INGENIERIA CIVIL INDUSTRIAL,5,0,0,0,4,12,:25:17:4:26,,,,6.6,,,
1266,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.6,,,
1267,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.6,,,
1268,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,6.6,,,
1270,PROG. DE INTERCAMBIO,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.6,,,
1271,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,7,9,:25:17:4:26:29:23:0,,,,6.6,,,
1273,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,6.7,,,
1274,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.7,,,
1275,INGENIERIA INDUSTRIAL,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,6.7,,,
1276,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,6.8,,,
1277,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.8,,,
1278,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,10,6,:25:17:4:26:29:0:22:10:7:18,,,,6.9,,,
1279,INGENIERIA INDUSTRIAL,3,0,0,0,3,28,:25:17:4,,,,7.0,,,
1280,INGENIERIA CIVIL INDUSTRIAL,13,25,0,0,16,15,:25:17:4:26:23:22:10:3,:6:1:44:37:28:12:21:38,,,7.0,,,
1281,INGENIERIA EN COMPUTACION E INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,7.0,,,
1282,INGENIERIA CIVIL INDUSTRIAL,14,0,0,0,8,23,:25:17:4:26:29:0:22:35,,,,7.0,,,
1284,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,7,9,:17:4:26:23:0:22:10,,,,7.0,,,
1285,INGENIERIA EN COMPUTACION E INFORMATICA,4,0,0,0,3,13,:17:4:26,,,,7.0,,,
1286,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,7,24,:25:17:4:26:29:23:0,,,,7.0,,,
1289,INGENIERIA CIVIL INDUSTRIAL,23,0,0,0,12,19,:25:17:4:26:29:23:0:22:7:32:13:18,,,,7.0,,,
1291,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,7.0,,,
1292,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,9,7,:25:17:4:29:23:0:22:10:3,,,,7.0,,,
1293,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,7.0,,,
1294,INGENIERIA INDUSTRIAL,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,7.0,,,
1295,INGENIERIA CIVIL INFORMATICA,31,0,0,0,15,1,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,,,,7.0,,,
1296,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,42,:25:17:4:26:0,,,,7.0,,,
1297,INGENIERIA CIVIL INFORMATICA,16,0,0,0,10,21,:25:17:4:26:29:23:0:22:10:7,,,,7.0,,,
1298,INGENIERIA CIVIL INFORMATICA,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:3,,,,7.0,,,
1299,INGENIERIA CIVIL INDUSTRIAL,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:3,,,,7.0,,,
1300,INGENIERIA INDUSTRIAL,25,0,0,0,12,19,:25:17:4:26:23:0:22:3:32:13:18:35,,,,7.0,,,
1301,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,7.0,,,
1302,INGENIERIA EN COMPUTACION E INFORMATICA,14,0,0,0,9,7,:25:17:4:26:29:0:22:10:18,,,,7.0,,,
1303,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:35,,,,7.0,,,
1304,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,7.0,,,
1305,INGENIERIA EN COMPUTACION E INFORMATICA,4,0,0,0,2,29,:25:23,,,,7.0,,,
